REGION,REGION_ABBR,YEAR,WEEK,EPIWEEK,% WEIGHTED ILI,% UNWEIGHTED ILI,ISSUE,RELEASE_DATE,NUM_PROVIDERS,NUM_PATIENTS,NUM_ILI,SOURCE
Massachusetts,MA,2013,42,2013W42,0.838235,0.838235,201740,2017-10-24,58,28393,238,Delphi Epidata fluview (sourced from CDC FluView)
Maryland,MD,2013,42,2013W42,0.930275,0.930275,201740,2017-10-24,20,11072,103,Delphi Epidata fluview (sourced from CDC FluView)
Maine,ME,2013,42,2013W42,0.826162,0.826162,201740,2017-10-24,33,5810,48,Delphi Epidata fluview (sourced from CDC FluView)
Michigan,MI,2013,42,2013W42,1.27306,1.27306,201740,2017-10-24,48,16967,216,Delphi Epidata fluview (sourced from CDC FluView)
Minnesota,MN,2013,42,2013W42,0.510856,0.510856,201740,2017-10-24,12,4698,24,Delphi Epidata fluview (sourced from CDC FluView)
Missouri,MO,2013,42,2013W42,1.00076,1.00076,201740,2017-10-24,23,7894,79,Delphi Epidata fluview (sourced from CDC FluView)
Mississippi,MS,2013,42,2013W42,3.59019,3.59019,201740,2017-10-24,42,17130,615,Delphi Epidata fluview (sourced from CDC FluView)
Montana,MT,2013,42,2013W42,0.0796495,0.0796495,201740,2017-10-24,8,2511,2,Delphi Epidata fluview (sourced from CDC FluView)
North Carolina,NC,2013,42,2013W42,0.746314,0.746314,201740,2017-10-24,55,16615,124,Delphi Epidata fluview (sourced from CDC FluView)
North Dakota,ND,2013,42,2013W42,0.0484966,0.0484966,201740,2017-10-24,11,2062,1,Delphi Epidata fluview (sourced from CDC FluView)
Nebraska,NE,2013,42,2013W42,0.79698,0.79698,201740,2017-10-24,15,2384,19,Delphi Epidata fluview (sourced from CDC FluView)
New Hampshire,NH,2013,42,2013W42,0.0366838,0.0366838,201740,2017-10-24,30,5452,2,Delphi Epidata fluview (sourced from CDC FluView)
New Jersey,NJ,2013,42,2013W42,1.75227,1.75227,201740,2017-10-24,25,9131,160,Delphi Epidata fluview (sourced from CDC FluView)
New Mexico,NM,2013,42,2013W42,1.70027,1.70027,201740,2017-10-24,28,10763,183,Delphi Epidata fluview (sourced from CDC FluView)
Nevada,NV,2013,42,2013W42,0.714734,0.714734,201740,2017-10-24,34,15950,114,Delphi Epidata fluview (sourced from CDC FluView)
New York,NY,2013,42,2013W42,1.3841515546955856,1.3841515546955856,201740,,212,111115,1538,Delphi Epidata fluview (sourced from CDC FluView)
Ohio,OH,2013,42,2013W42,0.525323,0.525323,201740,2017-10-24,47,14848,78,Delphi Epidata fluview (sourced from CDC FluView)
